This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"KLIT","LITTLE ROCK/",-92.2361,34.7267,79,"ASOS","3829"
"KLJF","LITCHFIELD",-94.5072,45.0972,348,"ASOS","3832"
"KLKR","LANCASTER CO",-80.8544,34.7231,148,"ASOS","3833"
"KLKU","LOUISA COUNT",-77.9703,38.0097,150,"ASOS","3834"
"KLKV","LAKEVIEW (AW",-120.4000,42.1700,1441,"ASOS","3835"
"KLLJ","CHALLIS (AMO",-114.2150,44.5228,1546,"ASOS","3836"
"KLLQ","MONTICELLO",-91.7511,33.6383,82,"ASOS","3837"
"KLMT","KLAMATH FALL",-121.7242,42.1469,1247,"ASOS","3839"
"KLNC","LANCASTER AI",-96.7192,32.5792,153,"ASOS","3840"
"KLND","LANDER/HUNT",-108.7281,42.8147,1703,"ASOS","3841"
"KLNK","LINCOLN MUNI",-96.7644,40.8311,370,"ASOS","3842"
"KLNL","KINGS LAND O",-89.2119,46.1539,519,"ASOS","3843"
"KLNN","WILLOUGHBY",-81.3800,41.6800,191,"ASOS","3844"
"KLNP","WISE/LONESOM",-82.5300,36.9800,817,"ASOS","3845"
"KLNR","LONE ROCK RE",-90.1814,43.2119,219,"ASOS","3846"
"KLNS","LANCASTER",-76.2944,40.1203,123,"ASOS","3847"
"KLOL","LOVELOCK/DER",-118.5653,40.0664,1190,"ASOS","3848"
"KLOM","PHILADELPHIA",-75.2650,40.1375,92,"ASOS","3849"
"KLOR","LOWE AHP/FT.",-85.7483,31.3589,78,"ASOS","3850"
"KLOT","CHICAGO NEXR",-88.0942,41.6083,205,"ASOS","3851"
"KLOU","LOUISVILLE/B",-85.6636,38.2278,166,"ASOS","3852"
"KLOZ","LONDON-CORBI",-84.0686,37.0894,369,"ASOS","3853"
"KLPC","LOMPOC (AWOS",-120.4700,34.6700,27,"ASOS","3854"
"KLPR","ELYRIA/LORAI",-82.1794,41.3461,242,"ASOS","3855"
"KLQK","PICKENS COUN",-82.7028,34.8100,309,"ASOS","3856"
"KLRD","LAREDO INTL",-99.4700,27.5500,155,"ASOS","3857"
"KLRF","LITTLE ROCK",-92.1500,34.9200,95,"ASOS","3858"
"KLRJ","LE MARS",-96.1936,42.7781,365,"ASOS","3859"
"KLRO","MT PLEASANT",-79.7828,32.8978,4,"ASOS","3860"
"KLRU","LAS CRUCES I",-106.9219,32.2894,1358,"ASOS","3861"
"KLSE","LA CROSSE MU",-91.2567,43.8794,199,"ASOS","3864"
"KLSF","FORT BENNING",-85.0000,32.3300,71,"ASOS","3865"
"KLSV","NELLIS AFB",-115.0300,36.2300,570,"ASOS","3866"
"KLTS","ALTUS AFB",-99.2700,34.6700,420,"ASOS","3867"
"KLUD","DECATUR MUNI",-97.5806,33.2547,319,"ASOS","3869"
"KLUF","LUKE AFB/PHO",-112.3800,33.5300,332,"ASOS","3870"
"KLUG","ELLINGTON AI",-86.8039,35.5069,219,"ASOS","3871"
"KLUK","CINCINNATI/L",-84.4158,39.1058,147,"ASOS","3872"
"KLUM","MENOMONIE MU",-91.8678,44.8922,273,"ASOS","3873"
"KLUX","LAURENS COUN",-81.9472,34.5069,212,"ASOS","3874"
"KLVK","LIVERMORE MU",-121.8144,37.6928,121,"ASOS","3876"
"KLVM","LIVINGSTON/M",-110.4483,45.6994,1419,"ASOS","3877"
"KLVN","MINNEAPOLIS",-93.2281,44.6278,293,"ASOS","3878"
"KLWA","SOUTH HAVEN",-86.2561,42.3508,203,"ASOS","3881"
"KLWB","LEWISBURG/GR",-80.4000,37.8700,702,"ASOS","3882"
"KLWC","LAWRENCE MUN",-95.2117,39.0083,253,"ASOS","3883"
"KLWM","LAWRENCE MUN",-71.1258,42.7131,45,"ASOS","3885"
"KLWS","LEWISTON (AM",-117.0144,46.3747,438,"ASOS","3886"
"KLWT","LEWISTOWN MU",-109.4664,47.0492,1270,"ASOS","3887"
"KLXL","LITTLE FALLS",-94.3500,45.9500,342,"ASOS","3890"
"KLXN","LEXINGTON",-99.7772,40.7911,736,"ASOS","3891"
"KLXT","LEE'S SUMMIT",-94.3717,38.9597,306,"ASOS","3892"
"KLXV","LEADVILLE/LA",-106.3161,39.2281,3026,"ASOS","3893"
"KLYH","LYNCHBURG/P.",-79.2067,37.3208,285,"ASOS","3894"
"KLYV","QUENTIN AANE",-96.2158,43.6211,436,"ASOS","3895"
"KLZU","LAWRENCEVILL",-83.9625,33.9781,323,"ASOS","3897"
"KLZZ","LAMPASAS",-98.1958,31.1061,370,"ASOS","3898"
"KM02","DICKSON MUNI",-87.4297,36.1281,272,"ASOS","3899"
"KM04","COVINGTON MU",-89.5872,35.5833,85,"ASOS","3900"
"KM19","NEWPORT MUNI",-91.1764,35.6378,73,"ASOS","3902"
"KM54","LEBANON MUNI",-86.3156,36.1903,179,"ASOS","3907"
"KMAE","MADERA MUNIC",-120.1125,36.9864,77,"ASOS","3912"
"KMAF","MIDLAND REGI",-102.2086,31.9478,875,"ASOS","3913"
"KMAI","MARIANA",-85.1836,30.8367,34,"ASOS","3914"
"KMAN","NAMPA MUNICI",-116.5231,43.5814,773,"ASOS","3915"
"KMAO","MARION COUNT",-79.3347,34.1811,28,"ASOS","3916"
"KMBG","MOBRIDGE",-100.4086,45.5500,522,"ASOS","3919"
"KMBL","MANISTEE (AW",-86.2500,44.2700,189,"ASOS","3920"
"KMBS","SAGINAW/TRI",-84.0806,43.5367,203,"ASOS","3921"
"KMBT","MURFREESBORO",-86.3775,35.8775,187,"ASOS","3922"
"KMCB","MCCOMB/LEWIS",-90.4719,31.1783,126,"ASOS","3923"
"KMCC","MCCLELLAN AF",-121.4000,38.6700,23,"ASOS","3924"
"KMCE","MERCED/MACRE",-120.5078,37.2831,47,"ASOS","3926"
"KMCF","MACDILL AFB/",-82.5200,27.8500,4,"ASOS","3927"
"KMCI","KANSAS CITY",-94.7306,39.2972,312,"ASOS","3929"
"KMCJ","HOUSTON/UNIV",-95.4000,29.7167,69,"ASOS","3930"
"KMCK","MCCOOK MUNIC",-100.5883,40.2031,786,"ASOS","3931"
"KMCO","ORLANDO JETP",-81.3250,28.4172,29,"ASOS","3933"
"KMCW","MASON CITY M",-93.3314,43.1578,370,"ASOS","3934"
"KMDD","MIDLAND AIRP",-102.1011,32.0364,854,"ASOS","3935"
"KMDH","CARBONDALE/M",-89.2450,37.7831,125,"ASOS","3936"
"KMDS","MADISON MUNI",-97.0858,44.0161,523,"ASOS","3939"
"KMDT","MIDDLETOWN/O",-76.7633,40.1936,95,"ASOS","3940"
"KMDW","CHICAGO/MIDW",-87.7553,41.7842,188,"ASOS","3941"
"KMDZ","MEDFORD",-90.3033,45.1011,448,"ASOS","3942"
"KMEB","LAURINBURG-M",-79.3681,34.7914,67,"ASOS","3943"
"KMEI","MERIDIAN/KEY",-88.7478,32.3381,90,"ASOS","3946"
"KMEM","MEMPHIS INTL",-89.9850,35.0611,101,"ASOS","3947"
"KMER","MERCED / CAS",-120.5667,37.3667,57,"ASOS","3948"
"KMEZ","MENA INTERMO",-94.2028,34.5456,329,"ASOS","3949"
"KMFD","MANSFIELD/LA",-82.5178,40.8203,395,"ASOS","3950"
"KMFE","MCALLEN/MILL",-98.2444,26.1797,32,"ASOS","3951"
"KMFI","MARSHFIELD",-90.1875,44.6381,389,"ASOS","3952"
"KMFR","MEDFORD/JACK",-122.8722,42.3811,405,"ASOS","3953"
"KMFV","MELFA/ACCOMA",-75.7700,37.6500,15,"ASOS","3954"
"KMGE","DOBBINS AFB/",-84.5200,33.9200,326,"ASOS","3955"
"KMGG","MAPLE LAKE",-93.9856,45.2361,313,"ASOS","3956"
"KMGJ","ORANGE COUNT",-74.2650,41.5092,111,"ASOS","3957"
"KMGM","MONTGOMERY/D",-86.4061,32.3003,67,"ASOS","3959"
"KMGN","HARBOR SPRIN",-84.9133,45.4256,209,"ASOS","3960"
"KMGR","MOULTRIE MUN",-83.8033,31.0850,90,"ASOS","3961"
"KMGW","MORGANTOWN/H",-79.9211,39.6494,380,"ASOS","3962"
"KMGY","DAYTON-WRIGH",-84.2264,39.5936,293,"ASOS","3963"
"KMHE","MITCHELL (AW",-98.0300,43.7700,397,"ASOS","3964"
"KMHK","MANHATTAN MU",-96.6778,39.1353,321,"ASOS","3965"
"KMHR","MATHER FIELD",-121.3000,38.5500,29,"ASOS","3967"
"KMHS","MOUNT SHASTA",-122.3161,41.3158,1077,"ASOS","3968"
"KMHT","MANCHESTER A",-71.4358,42.9292,71,"ASOS","3969"
"KMIA","MIAMI INTL A",-80.3164,25.7906,3,"ASOS","3972"
"KMIB","MINOT AFB",-101.3500,48.4200,508,"ASOS","3973"
"KMIC","MINNEAPOLIS/",-93.3508,45.0625,264,"ASOS","3974"
"KMIE","MUNCIE/JOHNS",-85.3936,40.2342,285,"ASOS","3975"
"KMIV","MILLVILLE MU",-75.0783,39.3661,26,"ASOS","3977"
"KMJQ","JACKSON MUNI",-94.9800,43.6500,441,"ASOS","3979"
"KMJX","ROBERT J MIL",-74.2925,39.9275,25,"ASOS","3980"
"KMKC","KANSAS CITY",-94.5969,39.1208,231,"ASOS","3981"
"KMKE","MILWAUKEE/MI",-87.9044,42.9550,220,"ASOS","3982"
"KMKG","MUSKEGON",-86.2367,43.1711,191,"ASOS","3983"
"KMKJ","MARION / WYT",-81.3500,36.9000,780,"ASOS","3984"
"KMKL","JACKSON/MCKE",-88.9167,35.5931,132,"ASOS","3986"
"KMKN","COMANCHE COU",-98.6003,31.9169,423,"ASOS","3987"
"KMKO","MUSKOGEE/DAV",-95.3597,35.6569,185,"ASOS","3988"
"KMKS","BERKELEY COU",-80.0364,33.1856,22,"ASOS","3989"
"KMKT","MANKATO(AWOS",-93.9200,44.2200,311,"ASOS","3990"
"KMLB","MELBOURNE RE",-80.6458,28.1028,10,"ASOS","3992"
"KMLC","MC ALESTER R",-95.7831,34.8822,234,"ASOS","3993"
"KMLE","MILLARD AIRP",-96.1122,41.1961,320,"ASOS","3995"
"KMLF","MILFORD MUNI",-113.0097,38.4225,1536,"ASOS","3996"
"KMLI","MOLINE/QUAD",-90.5147,41.4514,179,"ASOS","3997"
"KMLP","MULLAN PASS",-115.6697,47.4542,1829,"ASOS","3999"
"KMLS","MILES CITY",-105.8864,46.4281,801,"ASOS","4000"
"KMLT","MILLINOCKET",-68.6919,45.6478,124,"ASOS","4001"
"KMLU","MONROE REGIO",-92.0314,32.5117,24,"ASOS","4002"
"KMMH","MAMMOTH/JUNE",-118.8300,37.6200,2173,"ASOS","4003"
"KMMK","MERIDEN MARK",-72.8278,41.5097,31,"ASOS","4004"
"KMML","MARSHALL/RYA",-95.8200,44.4500,359,"ASOS","4005"
"KMMT","MCENTIRE ANG",-80.8000,33.9200,77,"ASOS","4008"
"KMMU","MORRISTOWN M",-74.4200,40.8000,57,"ASOS","4009"
"KMMV","MCMINNVILLE",-123.1322,45.1961,48,"ASOS","4010"
"KMNI","MANNING / CO",-80.2167,33.5833,32,"ASOS","4012"
"KMNM","MENOMINEE (A",-87.6300,45.1300,191,"ASOS","4013"
"KMNN","MARION",-83.0683,40.6167,303,"ASOS","4014"
"KMNZ","HAMILTON MUN",-98.1486,31.6658,396,"ASOS","4015"
"KMOB","MOBILE/BATES",-88.2456,30.6883,66,"ASOS","4016"
"KMOD","MODESTO CITY",-120.9506,37.6242,29,"ASOS","4017"
"KMOP","MOUNT PLEASA",-84.7400,43.6200,230,"ASOS","4018"
"KMOT","MINOT INTL A",-101.2803,48.2594,523,"ASOS","4019"
"KMOX","MORRIS MUNI",-95.9700,45.5700,344,"ASOS","4020"
"KMPO","MT POCONO",-75.3961,41.1389,584,"ASOS","4022"
"KMPV","BARRE-MONTPE",-72.5661,44.2047,355,"ASOS","4023"
"KMPZ","MOUNT PLEASA",-91.5111,40.9467,224,"ASOS","4024"
"KMQB","MACOMB",-90.6525,40.5203,216,"ASOS","4025"
"KMQI","MANTEO/DARE",-75.7000,35.9200,4,"ASOS","4027"
"KMQS","CHESTER COUN",-75.8656,39.9789,201,"ASOS","4029"
"KMQY","SMYRNA",-86.5200,36.0200,166,"ASOS","4031"
"KMRB","MARTINSBURG",-77.9844,39.4019,170,"ASOS","4032"
"KMRC","COLUMBIA / M",-87.1833,35.5500,206,"ASOS","4033"
"KMRF","MARFA MUNI (",-104.0200,30.3700,1481,"ASOS","4034"
"KMRH","BEAUFORT/SMI",-76.6606,34.7336,3,"ASOS","4035"
"KMRJ","MINERAL POIN",-90.2319,42.8853,359,"ASOS","4037"
"KMRN","MORGANTON-LE",-81.6108,35.8214,387,"ASOS","4038"
"KMRT","UNION COUNTY",-83.3517,40.2247,311,"ASOS","4039"
"KMRY","MONTEREY PEN",-121.8488,36.5905,78,"ASOS","4041"
"KMSL","MUSCLE SHOAL",-87.5994,34.7439,167,"ASOS","4042"
"KMSN","MADISON/DANE",-89.3453,43.1406,262,"ASOS","4043"
"KMSO","MISSOULA/BEL",-114.0925,46.9208,975,"ASOS","4044"
"KMSP","MINNEAPOLIS-",-93.2289,44.8831,256,"ASOS","4045"
"KMSS","MASSENA/RICH",-74.8456,44.9358,66,"ASOS","4046"
"KMSV","MONTICELLO(A",-74.8000,41.7000,428,"ASOS","4047"
"KMSY","NEW ORLEANS/",-90.2508,29.9928,1,"ASOS","4049"
"KMTC","SELFRIDGE AN",-82.8300,42.6200,177,"ASOS","4050"
"KMTH","MARATHON AIR",-81.0478,24.7258,2,"ASOS","4051"
"KMTJ","MONTROSE CO.",-107.8975,38.5050,1755,"ASOS","4052"
"KMTN","BALTIMORE/MA",-76.4200,39.3300,7,"ASOS","4053"
"KMTO","MATTOON/CHAR",-88.2792,39.4781,220,"ASOS","4054"
"KMTP","MONTAUK AIRP",-71.9233,41.0731,2,"ASOS","4055"
"KMTV","MARTINSVILLE",-80.0200,36.6300,287,"ASOS","4057"
"KMUO","MOUNTAIN HOM",-115.8700,43.0500,913,"ASOS","4062"
"KMUT","MUSCATINE",-91.1500,41.3700,167,"ASOS","4063"
"KMVE","MONTEVIDEO(A",-95.7200,44.9700,315,"ASOS","4065"
"KMVL","MORRISVILLE",-72.6161,44.5361,223,"ASOS","4066"
"KMVN","MOUNT VERNON",-88.8700,38.3200,146,"ASOS","4067"
"KMVY","MARTHAS VINE",-70.6167,41.3922,20,"ASOS","4068"
"KMWA","MARION REGIO",-89.0011,37.7503,144,"ASOS","4069"
"KMWC","MILWAUKEE/TI",-88.0300,43.1200,227,"ASOS","4070"
"KMWH","MOSES LAKE/G",-119.3133,47.1931,361,"ASOS","4071"
"KMWL","MINERAL WELL",-98.0603,32.7817,297,"ASOS","4073"
"KMWM","WINDOM MUNI",-95.1094,43.9133,430,"ASOS","4074"
"KMWO","HOOK FIELD M",-84.3953,39.5311,198,"ASOS","4076"
"KMWT","MOUNT IDA",-93.5800,34.5500,241,"ASOS","4078"
"KMXF","MAXWELL AFB/",-86.3700,32.3800,51,"ASOS","4079"
"KMXO","MONTICELLO M",-91.1700,42.2300,259,"ASOS","4080"
"KMYF","SAN DIEGO/MO",-117.1364,32.8144,128,"ASOS","4081"
"KMYL","MC CALL",-116.0994,44.8833,1530,"ASOS","4082"
"KMYP","MONARCH PASS",-106.3169,38.4844,3667,"ASOS","4083"
"KMYR","MYRTLE BEACH",-78.9300,33.6800,8,"ASOS","4084"
"KMYV","MARYSVILLE/Y",-121.5697,39.0978,19,"ASOS","4085"
"KMZH","MOOSE_LAKE",-92.8000,46.4200,328,"ASOS","4087"
"KMZZ","MARION MUNIC",-85.6797,40.4900,262,"ASOS","4088"
"KN60","GARRISON (AM",-101.4394,47.6458,582,"ASOS","4093"
"KNAK","ANNAPOLIS",-76.4833,38.9914,2,"ASOS","4101"
"KNBC","BEAUFORT MCA",-80.7031,32.4936,11,"ASOS","4102"
"KNBT","PINEY ISLAND",-76.4625,35.0222,5,"ASOS","4108"
"KNCA","NEW RIVER MC",-77.4408,34.7058,7,"ASOS","4110"
"KNEL","LAKEHURST NA",-74.3500,40.0300,31,"ASOS","4113"
"KNEW","NEW ORLEANS/",-90.0289,30.0494,2,"ASOS","4114"
"KNFE","FENTRESS, NA",-76.1283,36.7008,3,"ASOS","4116"
"KNFG","CAMP PENDLET",-117.3539,33.3047,23,"ASOS","4117"
"KNFL","FALLON NAS",-118.6856,39.4322,1199,"ASOS","4119"
"KNFW","FORT WORTH N",-97.4333,32.7658,198,"ASOS","4120"
"KNGP","CORPUS CHRIS",-97.2917,27.6886,5,"ASOS","4121"
"KNGU","NORFOLK NAS/",-76.2958,36.9336,4,"ASOS","4122"
"KNHK","PATUXENT RIV",-76.4139,38.2786,12,"ASOS","4125"
"KNID","CHINA LAKE (",-117.6900,35.6864,696,"ASOS","4127"
"KNIP","JACKSONVILLE",-81.6747,30.2342,6,"ASOS","4128"
"KNJK","EL CENTRO NA",-115.6606,32.8250,-13,"ASOS","4130"
"KNJM","BOGUE FIELD",-77.0294,34.6928,6,"ASOS","4131"
"KNKT","CHERRY POINT",-76.8808,34.8978,8,"ASOS","4133"
"KNKX","MIRAMAR NAS",-117.1425,32.8683,146,"ASOS","4134"
"KNLC","LEMOORE NAS/",-119.9381,36.3036,71,"ASOS","4135"
"KNMM","MERIDIAN NAS",-88.5431,32.5464,96,"ASOS","4137"
"KNPA","PENSACOLA NA",-87.3233,30.3561,9,"ASOS","4141"
"KNQA","MEMPHIS NAS",-89.8703,35.3567,98,"ASOS","4142"
"KNQI","KINGSVILLE N",-97.8117,27.5031,15,"ASOS","4143"
"KNQX","KEY WEST NAS",-81.6839,24.5794,1,"ASOS","4144"
"KNRB","MAYPORT NS",-81.4225,30.3958,5,"ASOS","4146"
"KNSI","SAN NICOLAS",-119.4528,33.2347,153,"COOP","4150"
"KNTD","PT MUGU NAWS",-119.1217,34.1239,3,"ASOS","4151"
"KNTU","OCEANA NAS/S",-76.0283,36.8211,6,"ASOS","4153"
"KNUI","ST. INIGOES,",-76.4200,38.1489,6,"ASOS","4155"
"KNUQ","MOFFETT NAS/",-122.0481,37.4058,10,"ASOS","4156"
"KNUW","WHIDBEY ISLA",-122.6506,48.3492,14,"ASOS","4157"
"KNXP","TWENTYNINE P",-116.1450,34.2944,626,"ASOS","4160"
"KNYC","NEW YORK CIT",-73.9667,40.7833,47,"ASOS","4162"
"KNYG","QUANTICO MCA",-77.2917,38.5125,3,"ASOS","4163"
"KNYL","YUMA MCAS",-114.6061,32.6567,66,"ASOS","4164"
"KNZY","NORTH ISLAND",-117.2089,32.6908,7,"ASOS","4168"
"KO22","COLUMBIA AIR",-120.4144,38.0306,646,"ASOS","4171"
"KOAJ","JACKSONVILLE",-77.6200,34.8300,29,"ASOS","4177"
"KOAK","OAKLAND",-122.2353,37.7194,1,"ASOS","4178"
"KOBE","OKEECHOBEE C",-80.8497,27.2628,10,"ASOS","4180"
"KOCF","OCALA MUNI (",-82.2200,29.1700,27,"ASOS","4181"
"KOCH","NACOGDOCHES",-94.7200,31.5800,108,"ASOS","4182"
"KOCW","WASHINGTON/W",-77.0497,35.5706,12,"ASOS","4184"
"KODO","ODESSA-SCHLE",-102.3917,31.9214,914,"ASOS","4185"
"KODX","ORD/SHARP FI",-98.9525,41.6242,631,"ASOS","4186"
"KOEB","COLDWATER",-85.0500,41.9300,292,"ASOS","4187"
"KOEO","OSCEOLA",-92.6900,45.3086,275,"ASOS","4188"
"KOFF","OFFUTT AFB/B",-95.9200,41.1200,319,"ASOS","4189"
"KOFK","NORFOLK/STEF",-97.4369,41.9806,479,"ASOS","4190"
"KOFP","RICHMOND (AS",-77.4344,37.7081,62,"ASOS","4191"
"KOGA","OGALLALA",-101.7689,41.1197,999,"ASOS","4192"
"KOGB","ORANGEBURG",-80.8536,33.4639,60,"ASOS","4193"
"KOGD","OGDEN-HINCKL",-112.0164,41.1936,1362,"ASOS","4194"
"KOGS","OGDENSBURG I",-75.4700,44.6800,91,"ASOS","4195"
"KOJA","THOMAS P STA",-98.6686,35.5447,489,"ASOS","4198"
"KOJC","OLATHE/JOHNS",-94.7392,38.8500,334,"ASOS","4199"
"KOKB","OCEANSIDE MU",-117.3514,33.2181,9,"ASOS","4200"
"KOKC","OKLAHOMA CIT",-97.6003,35.3886,394,"ASOS","4201"
"KOKM","OKMULGEE MUN",-95.9486,35.6681,220,"ASOS","4204"
"KOKV","WINCHESTER R",-78.1500,39.1500,222,"ASOS","4205"
"KOLE","CATTARAUGUS",-78.3714,42.2414,651,"ASOS","4207"
"KOLF","WOLF POINT I",-105.5772,48.0944,605,"ASOS","4208"
"KOLM","OLYMPIA",-122.9033,46.9733,62,"ASOS","4209"
"KOLS","NOGALES INTL",-110.8458,31.4208,1198,"ASOS","4210"
"KOLU","COLUMBUS MUN",-97.3300,41.4500,440,"ASOS","4211"
"KOLV","OLIVE BRANCH",-89.7869,34.9789,122,"ASOS","4212"
"KOLY","OLNEY-NOBLE",-88.1764,38.7219,147,"ASOS","4213"
"KOLZ","OELWEIN",-91.9744,42.6808,328,"ASOS","4214"
"KOMA","OMAHA/EPPLEY",-95.8992,41.3103,299,"ASOS","4215"
"KOMH","ORANGE/ORANG",-78.0456,38.2472,142,"ASOS","4216"
"KOMK","OMAK AIRPORT",-119.5181,48.4642,397,"ASOS","4217"
"KONA","WINONA MUNI",-91.7000,44.0800,200,"ASOS","4219"
"KONL","O'NEILL/BAKE",-98.6800,42.4700,619,"ASOS","4220"
"KONM","SOCORRO MUNI",-106.9031,34.0225,1486,"ASOS","4221"
"KONO","ONTARIO MUNI",-117.0097,44.0194,667,"ASOS","4222"
"KONP","NEWPORT MUNI",-124.0581,44.5803,49,"ASOS","4223"
"KONT","ONTARIO INTL",-117.5758,34.0533,287,"ASOS","4224"
"KONX","CURRITUCK CO",-76.0164,36.3989,5,"ASOS","4225"
"KONZ","DETROIT/GROS",-83.1611,42.0986,180,"ASOS","4226"
"KOOA","OSKALOOSA MU",-92.4939,41.2261,256,"ASOS","4227"
"KOPF","MIAMI/OPA LO",-80.2831,25.9100,3,"ASOS","4228"
"KOPN","THOMASTON",-84.2644,32.9550,243,"ASOS","4230"
"KOQT","OAK RIDGE",-84.2300,36.0200,277,"ASOS","4231"
"KORB","ORR",-92.8700,48.0200,397,"ASOS","4233"
"KORD","CHICAGO/O'HA",-87.9044,41.9797,203,"ASOS","4235"
"KORE","ORANGE (ASOS",-72.2775,42.5717,169,"ASOS","4236"
"KORF","NORFOLK INTL",-76.1919,36.9036,8,"ASOS","4237"
"KORG","ORANGE COUNT",-93.8036,30.0692,4,"ASOS","4238"
"KORH","WORCESTER (A",-71.8731,42.2706,307,"ASOS","4239"
"KORL","ORLANDO/HERN",-81.3358,28.5464,34,"ASOS","4240"
"KORS","EASTSOUND/OR",-122.9100,48.7100,8,"ASOS","4241"
"KOSC","WURTSMITH AF",-83.4000,44.4500,193,"ASOS","4243"
"KOSH","OSHKOSH/WITT",-88.5581,43.9667,246,"ASOS","4244"
"KOSU","OHIO ST U/CO",-83.0781,40.0781,275,"ASOS","4245"
"KOTG","WORTHINGTON",-95.5800,43.6500,480,"ASOS","4246"
"KOTH","NORTH BEND (",-124.2500,43.4200,4,"ASOS","4247"
"KOTM","OTTUMWA INDU",-92.4481,41.1067,258,"ASOS","4248"
"KOUN","NORMAN/WESTH",-97.4500,35.2200,357,"ASOS","4249"
"KOVE","OROVILLE",-121.6203,39.4947,57,"ASOS","4250"
"KOVL","OLIVIA REGIO",-95.0328,44.7786,328,"ASOS","4251"
"KOVS","BOSCOBEL",-90.6775,43.1561,205,"ASOS","4253"
"KOWA","OWATONNA (AW",-93.2500,44.1200,350,"ASOS","4254"
"KOWB","OWENSBORO/DA",-87.1700,37.7300,124,"ASOS","4255"
"KOWD","NORWOOD MEMO",-71.1739,42.1908,15,"ASOS","4256"
"KOXB","OCEAN CITY M",-75.1239,38.3106,4,"ASOS","4258"
"KOXC","OXFORD (AWOS",-73.1300,41.4800,222,"ASOS","4259"
"KOXI","STARKE COUNT",-86.6647,41.3303,209,"ASOS","4260"
"KOXR","OXNARD",-119.2031,34.2006,13,"ASOS","4261"
"KOXV","KNOXVILLE",-93.1200,41.3000,283,"ASOS","4262"
"KOZA","OZONA MUNICI",-101.2031,30.7353,726,"ASOS","4263"
"KOZR","CAIRNS AAF/O",-85.7200,31.2800,91,"ASOS","4264"
"KOZW","HOWELL",-83.9842,42.6294,293,"ASOS","4265"
"KP53","MUNISING LAK",-86.6508,46.4117,187,"ASOS","4287"
"KP60","YELLOWSTONE",-110.4211,44.5444,2388,"ASOS","4290"
"KP68","EUREKA (RAMO",-116.0056,39.6014,1812,"ASOS","4294"
"KP69","ELK CITY (RA",-115.5964,46.1442,480,"ASOS","4295"
"KP92","SALT POINT (",-91.5256,29.5622,0,"ASOS","4299"
"KPAE","EVERETT/PAIN",-122.2825,47.9231,184,"ASOS","4300"
"KPAH","PADUCAH/BARK",-88.7739,37.0564,125,"ASOS","4301"
"KPAM","TYNDALL AFB",-85.5800,30.0700,5,"ASOS","4302"
"KPAN","PAYSON AIRPO",-111.3392,34.2569,1572,"ASOS","4303"
"KPBF","PINE BLUFF/G",-91.9347,34.1750,63,"ASOS","4307"
"KPBG","PLATTSBURGH",-73.4681,44.6508,71,"ASOS","4308"
"KPBH","PHILLIPS/PRI",-90.4000,45.7000,449,"ASOS","4309"
"KPBI","WEST PALM BE",-80.0994,26.6847,5,"ASOS","4310"
"KPCM","PLANT CITY M",-82.1642,28.0003,47,"ASOS","4313"
"KPCZ","WAUPACA MUNI",-89.0197,44.3333,252,"ASOS","4315"
"KPDC","PRAIRIE DU C",-91.1247,43.0219,201,"ASOS","4316"
"KPDK","ATLANTA/DEKA",-84.2981,33.8783,305,"ASOS","4317"
"KPDT","PENDLETON MU",-118.8342,45.6983,455,"ASOS","4318"
"KPDX","PORTLAND INT",-122.6003,45.5908,8,"ASOS","4319"
"KPEA","PELLA MUNI A",-92.9500,41.4000,270,"ASOS","4320"
"KPEO","PENN YAN AIR",-77.0494,42.6431,275,"ASOS","4322"
"KPEQ","PECOS MUNICI",-103.5108,31.3825,796,"ASOS","4323"
"KPEX","PAYNESVILLE",-94.7464,45.3722,360,"ASOS","4324"
"KPEZ","PLEASANTON M",-98.5200,28.9542,131,"ASOS","4325"
"KPGA","PAGE MUNI (A",-111.4481,36.9206,1314,"ASOS","4328"
"KPGD","PUNTA GORDA",-81.9939,26.9185,7,"ASOS","4329"
"KPGV","PITT-GREENVI",-77.4000,35.6300,8,"ASOS","4331"
"KPHD","NEW PHILADEL",-81.4236,40.4719,272,"ASOS","4332"
"KPHF","NEWPORT NEWS",-76.4931,37.1319,13,"ASOS","4333"
"KPHL","PHILADELPHIA",-75.2311,39.8683,6,"ASOS","4334"
"KPHN","ST.CLAIR COU",-82.5300,42.9200,198,"ASOS","4335"
"KPHP","PHILIP",-101.6011,44.0511,673,"ASOS","4336"
"KPHT","HENRY COUNTY",-88.3828,36.3383,177,"ASOS","4337"
"KPHX","PHOENIX/SKY",-112.0511,33.4342,345,"ASOS","4338"
"KPIA","PEORIA REGIO",-89.6839,40.6675,201,"ASOS","4339"
"KPIB","PINE BELT RG",-89.3300,31.4700,91,"ASOS","4340"
"KPIE","SAINT PETERS",-82.6856,27.9122,3,"ASOS","4341"
"KPIH","POCATELLO MU",-112.5711,42.9203,1356,"ASOS","4342"
"KPIL","PORT ISABEL-",-97.3375,26.1592,5,"ASOS","4343"
"KPIR","PIERRE MUNIC",-100.2858,44.3828,531,"ASOS","4345"
"KPIT","PITTSBURGH I",-80.2664,40.5039,366,"ASOS","4346"
"KPKB","PARKERSBURG/",-81.4392,39.3450,262,"ASOS","4349"
"KPKD","PARK RAPIDS",-95.0678,46.9006,439,"ASOS","4350"
